Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008,SE_T003_000,SE_T003_001,SE_T004_000,SE_T004_001,SE_T013_001,SE_T013_002,SE_T014_001,SE_T014_002
"37183053618","Census Tract 536.18","Census Tract 536.18, Wake County, North Carolina","00","37","183",,"053618",,,,,,,,4931,1464,744,12,2312,3,98,298,2067,972,418,9,556,0,49,63,2864,492,326,3,1756,3,49,235,138.558297048863,50.6172839506173,77.9904306220096,33.3333333333333,315.827338129496,,100,373.015873015873,3.10862446895044E-15,-17.3349553298509,-5.13432735072496,-0.19205529779756,19.9881538918743,0.0608395862908132,-0.383158903953415,2.99550340416176,4931,3377.95243550174,2067,1415.98593995771,2864,1961.96649554403,138.558297048863,138.558331702264
"37183053619","Census Tract 536.19","Census Tract 536.19, Wake County, North Carolina","00","37","183",,"053619",,,,,,,,501,198,76,2,155,1,27,42,0,0,0,0,0,0,0,0,501,198,76,2,155,1,27,42,,,,,,,,,,,,,,,,,501,231.983758791124,0,0,501,231.983758791124,,
"37183053620","Census Tract 536.20","Census Tract 536.20, Wake County, North Carolina","00","37","183",,"053620",,,,,,,,6758,2206,696,31,3257,4,144,420,5005,2245,510,17,1998,0,80,155,1753,-39,186,14,1259,4,64,265,35.024975024975,-1.73719376391982,36.4705882352941,82.3529411764706,63.013013013013,,80,170.967741935484,-3.99680288865056E-15,-12.2123511291904,0.109094811669537,0.119055256669936,8.27465224920093,0.0591891092039065,0.532406332939035,3.11795336950708,6758,2667.7958163965,5005,1975.7795296041,1753,692.0162867924,35.024975024975,35.0249750249748
"37183053711","Census Tract 537.11","Census Tract 537.11, Wake County, North Carolina","00","37","183",,"053711",,,,,,,,5339,4110,537,12,181,0,109,390,5264,4170,660,20,203,0,96,115,75,-60,-123,-8,-22,0,13,275,1.42477203647416,-1.43884892086331,-18.6363636363636,-40,-10.8374384236453,,13.5416666666667,239.130434782609,-8.88178419700125E-15,-2.23661723021115,-2.47993061323711,-0.15517801849213,-0.466235010939175,0,0.217872613691418,5.12008825918814,5339,2637.13688582819,5264,2600.09150908403,75,37.0453767441595,1.42477203647416,1.42477203647382
"37183053712","Census Tract 537.12","Census Tract 537.12, Wake County, North Carolina","00","37","183",,"053712",,,,,,,,2805,2353,170,4,92,3,29,154,2661,2343,169,5,79,0,23,42,144,10,1,-1,13,3,6,112,5.41149943630214,0.426803243704652,0.591715976331361,-20,16.4556962025316,,26.0869565217391,266.666666666667,6.21724893790088E-15,-4.16368740793437,-0.290389805609648,-0.0452967904390412,0.311048678977587,0.106951871657754,0.169531377171141,3.91184207617658,2805,2173.40349932464,2661,2061.8277047069,144,111.57579461774,5.41149943630214,5.41149943630237
"37183053713","Census Tract 537.13","Census Tract 537.13, Wake County, North Carolina","00","37","183",,"053713",,,,,,,,3799,2123,1008,40,92,0,234,302,3588,2231,1005,25,75,2,140,110,211,-108,3,15,17,-2,94,192,5.88071348940914,-4.84087852980726,0.298507462686567,60,22.6666666666667,-100,67.1428571428571,174.545454545455,-3.5527136788005E-15,-6.29636004076647,-1.47673520843806,0.356141659058903,0.331388915055097,-0.0557413600891862,2.25762045577329,4.88368557940642,3799,7112.16802281245,3588,6717.15158353542,211,395.016439277029,5.88071348940914,5.88071348940917
"37183053714","Census Tract 537.14","Census Tract 537.14, Wake County, North Carolina","00","37","183",,"053714",,,,,,,,5297,3852,654,10,169,2,181,429,4664,3450,740,24,157,3,162,128,633,402,-86,-14,12,-1,19,301,13.5720411663808,11.6521739130435,-11.6216216216216,-58.3333333333333,7.64331210191083,-33.3333333333333,11.7283950617284,235.15625,-4.44089209850063E-15,-1.25043270228691,-3.51959797302658,-0.325793654520132,-0.175724082144946,-0.026565248914318,-0.0563848723718501,5.35449853326473,5297,3854.07626646545,4664,3393.50796805642,633,460.56829840903,13.5720411663808,13.5720411663808
"37183053715","Census Tract 537.15","Census Tract 537.15, Wake County, North Carolina","00","37","183",,"053715",,,,,,,,3489,2842,277,5,81,0,75,209,3543,3020,321,9,50,0,74,69,-54,-178,-44,-4,31,0,1,140,-1.52413209144793,-5.89403973509934,-13.7071651090343,-44.4444444444444,62,,1.35135135135135,202.898550724638,-2.66453525910038E-15,-3.78249386180203,-1.12088093970915,-0.110714477264823,0.910348697211922,0,0.0609876109966025,4.04275297056747,3489,2747.50951651385,3543,2790.03330954674,-54,-42.5237930328899,-1.52413209144793,-1.52413209144798
"37183053716","Census Tract 537.16","Census Tract 537.16, Wake County, North Carolina","00","37","183",,"053716",,,,,,,,4233,2770,925,8,90,2,159,279,4137,2660,1124,13,51,5,131,153,96,110,-199,-5,39,-3,28,126,2.32052211747643,4.13533834586466,-17.7046263345196,-38.4615384615385,76.4705882352941,-60,21.3740458015267,82.3529411764706,2.22044604925031E-15,1.14042314375448,-5.31733211907477,-0.125246110920669,0.893374290576117,-0.0736127121633315,0.589655469551285,2.8927380382769,4233,3436.34532147704,4137,3358.41261397367,96,77.9327075033698,2.32052211747643,2.32052211747621
"37183053717","Census Tract 537.17","Census Tract 537.17, Wake County, North Carolina","00","37","183",,"053717",,,,,,,,4806,2449,1339,31,464,7,154,362,2999,2102,480,8,266,0,58,85,1807,347,859,23,198,7,96,277,60.2534178059353,16.5080875356803,178.958333333333,287.5,74.4360902255639,,165.51724137931,325.882352941176,-2.66453525910038E-15,-19.1328930978102,11.8556719627863,0.378271464326367,0.78497521090745,0.145651269246775,1.27034993076483,4.69797325977851,4806,1822.23780753189,2999,1137.12227349249,1807,685.1155340394,60.2534178059353,60.2499440922194
"37183053718","Census Tract 537.18","Census Tract 537.18, Wake County, North Carolina","00","37","183",,"053718",,,,,,,,3458,2586,308,9,209,0,66,280,3255,2619,337,6,186,0,35,72,203,-33,-29,3,23,0,31,208,6.23655913978495,-1.26002290950745,-8.6053412462908,50,12.3655913978495,,88.5714285714286,288.888888888889,-8.88178419700125E-16,-5.67771786787067,-1.44642002027401,0.0759342525047109,0.32967032967033,0,0.833348880887081,5.88518442508256,3458,2954.95970466829,3255,2781.8050772154,203,173.15462745289,6.23655913978495,6.22454207417792
"37183053719","Census Tract 537.19","Census Tract 537.19, Wake County, North Carolina","00","37","183",,"053719",,,,,,,,4017,3127,239,6,206,2,59,378,3796,3310,239,10,140,0,24,73,221,-183,0,-4,66,2,35,305,5.82191780821918,-5.52870090634441,0,-40,47.1428571428571,,145.833333333333,417.808219178082,1.77635683940025E-15,-9.35288721563492,-0.346387442410849,-0.114069997033157,1.44011239901651,0.0497883993029624,0.836513311576485,7.48693054518297,4017,5172.95252897858,3796,4888.08313466192,221,284.86939431666,5.82191780821918,5.82783447966792
"37183053720","Census Tract 537.20","Census Tract 537.20, Wake County, North Carolina","00","37","183",,"053720",,,,,,,,4360,3752,148,9,113,1,47,290,4378,3988,170,7,115,0,14,84,-18,-236,-22,2,-2,1,33,206,-0.411146642302421,-5.91775325977934,-12.9411764705882,28.5714285714286,-1.73913043478261,,235.714285714286,245.238095238095,1.77635683940025E-15,-5.03677687855457,-0.488556208901052,0.0465316574532378,-0.035027095443858,0.0229357798165138,0.758200929585375,4.73269181604436,4360,1050.95628586434,4378,1055.22712118341,-18,-4.27083531906987,-0.411146642302421,-0.404731382783286
"37183053721","Census Tract 537.21","Census Tract 537.21, Wake County, North Carolina","00","37","183",,"053721",,,,,,,,3980,3261,152,17,224,2,42,282,3441,3034,156,3,149,0,22,77,539,227,-4,14,75,2,20,205,15.6640511479221,7.48187211601846,-2.56410256410256,466.666666666667,50.3355704697987,,90.9090909090909,266.233766233766,-4.44089209850063E-15,-6.23736964391852,-0.71447034650147,0.33995172024026,1.29800411531648,0.050251256281407,0.415927355463747,4.84770554311809,3980,861.482341168211,3441,744.814255266285,539,116.668085901926,15.6640511479221,15.6640511479221
"37183053722","Census Tract 537.22","Census Tract 537.22, Wake County, North Carolina","00","37","183",,"053722",,,,,,,,4958,4217,306,5,108,0,92,230,4961,4543,217,8,98,4,21,70,-3,-326,89,-3,10,-4,71,160,-0.0604716790969563,-7.17587497248514,41.0138248847926,-37.5,10.2040816326531,-100,338.095238095238,228.571428571429,-5.77315972805081E-15,-6.51982193664029,1.79772536392982,-0.0604106951527278,0.202889516851856,-0.0806289054626083,1.4322851765351,3.22796147993884,4958,4104.50601556247,4961,4106.98958112251,-3,-2.48356556004092,-0.0604716790969563,-0.0604716790969339
"37183053723","Census Tract 537.23","Census Tract 537.23, Wake County, North Carolina","00","37","183",,"053723",,,,,,,,3359,2507,326,11,150,5,133,227,2872,2245,354,6,92,2,97,76,487,262,-28,5,58,3,36,151,16.9568245125348,11.6703786191537,-7.90960451977401,83.3333333333333,63.0434782608696,150,37.1134020618557,198.684210526316,4.44089209850063E-15,-3.53321554946134,-2.62063586705488,0.118564767170227,1.26227214791509,0.0792159425349599,0.582074433546926,4.11172412534902,3359,3431.15392445661,2872,2933.69278685305,487,497.46113760356,16.9568245125348,16.9568245125347
"37183053724","Census Tract 537.24","Census Tract 537.24, Wake County, North Carolina","00","37","183",,"053724",,,,,,,,6316,4013,752,24,807,3,166,551,5875,4044,699,20,880,1,102,129,441,-31,53,4,-73,2,64,422,7.5063829787234,-0.766567754698319,7.58226037195994,20,-8.29545454545455,200,62.7450980392157,327.131782945736,7.105427357601E-15,-5.29699378815032,0.00839745058143493,0.0395618018406479,-2.20164930672524,0.030477140123698,0.892075512376538,6.52813118995324,6316,2790.55303476548,5875,2595.70916390867,441,194.84387085681,7.5063829787234,7.50638297872364
"37183053725","Census Tract 537.25","Census Tract 537.25, Wake County, North Carolina","00","37","183",,"053725",,,,,,,,5663,3835,805,23,308,5,180,507,5088,3822,779,18,281,0,90,98,575,13,26,5,27,5,90,409,11.3011006289308,0.340136054421769,3.33761232349166,27.7777777777778,9.6085409252669,,100,417.34693877551,6.21724893790088E-15,-7.39763492914949,-1.09545424508866,0.0523715678402341,-0.0839853923237793,0.088292424509977,1.40965935783087,7.02675121638086,5663,3486.78670936586,5088,3132.75132919892,575,354.03538016694,11.3011006289308,11.3011006289309
"37183053726","Census Tract 537.26","Census Tract 537.26, Wake County, North Carolina","00","37","183",,"053726",,,,,,,,3366,1815,771,14,144,0,268,354,3175,1937,790,4,63,0,285,96,191,-122,-19,10,81,0,-17,258,6.01574803149606,-6.29839958699019,-2.40506329113924,250,128.571428571429,,-5.96491228070175,268.75,-4.44089209850063E-15,-7.08630538829705,-1.97636391707721,0.289939693367206,2.29382289780622,0,-1.01440528490089,7.49331199910172,3366,3815.14979733698,3175,3598.66328180181,191,216.48651553517,6.01574803149606,6.01574803149623
"37183053727","Census Tract 537.27","Census Tract 537.27, Wake County, North Carolina","00","37","183",,"053727",,,,,,,,5204,3729,626,8,255,4,129,453,4275,3222,614,24,240,6,80,89,929,507,12,-16,15,-2,49,364,21.7309941520468,15.7355679702048,1.95439739413681,-66.6666666666667,6.25,-33.3333333333333,61.25,408.988764044944,8.88178419700125E-16,-3.71200291273919,-2.33336479810852,-0.407675607157787,-0.713958223768491,-0.063486926385911,0.607517384288289,6.62297108387161,5204,2393.39693304621,4275,1966.13602781947,929,427.26090522674,21.7309941520468,21.7309941520471
"37183053728","Census Tract 537.28","Census Tract 537.28, Wake County, North Carolina","00","37","183",,"053728",,,,,,,,2722,1524,635,15,143,0,195,210,2663,1590,657,9,153,1,187,66,59,-66,-22,6,-10,-1,8,144,2.21554637626737,-4.15094339622642,-3.34855403348554,66.6666666666667,-6.5359477124183,-100,4.27807486631016,218.181818181818,8.88178419700125E-16,-3.71885332045008,-1.34298823262589,0.2131006916288,-0.491909844073809,-0.0375516334960571,0.141694646450405,5.23650769256663,2722,5782.60312262901,2663,5657.26381908929,59,125.33930353972,2.21554637626737,2.21554637626741
"37183053729","Census Tract 537.29","Census Tract 537.29, Wake County, North Carolina","00","37","183",,"053729",,,,,,,,4285,3219,552,9,112,0,132,261,4060,3099,637,11,135,2,85,91,225,120,-85,-2,-23,-2,47,170,5.54187192118227,3.87221684414327,-13.3437990580848,-18.1818181818182,-17.037037037037,-100,55.2941176470588,186.813186813187,3.10862446895044E-15,-1.20752884101373,-2.80750814790971,-0.0609009547568273,-0.711354191215777,-0.0492610837438424,0.98691735978985,3.84963585885004,4285,3185.83598171419,4060,3018.55171196257,225,167.28426975162,5.54187192118227,5.54187192118225
"37183053730","Census Tract 537.30","Census Tract 537.30, Wake County, North Carolina","00","37","183",,"053730",,,,,,,,2412,1307,602,17,54,1,210,221,2253,1416,595,10,48,2,120,62,159,-109,7,7,6,-1,90,159,7.0572569906791,-7.69774011299435,1.17647058823529,70,12.5,-50,75,256.451612903226,-1.77635683940025E-15,-8.66213760315158,-1.45069150474878,0.260956645975626,0.108313293717829,-0.0473111583670639,3.38023597061298,6.41063435596099,2412,7754.74386837774,2253,7243.54806610906,159,511.195802268682,7.0572569906791,7.0572569906791
"37183053803","Census Tract 538.03","Census Tract 538.03, Wake County, North Carolina","00","37","183",,"053803",,,,,,,,3917,3305,136,16,170,0,30,260,3737,3389,135,16,122,0,14,61,180,-84,1,0,48,0,16,199,4.81669788600482,-2.4786072587784,0.740740740740741,0,39.344262295082,,114.285714285714,326.229508196721,-1.77635683940025E-15,-6.31191961594851,-0.140478482157429,-0.0196750488067595,1.07540537602946,0,0.391260206687754,5.00540756419548,3917,853.834772048037,3737,814.598045224282,180,39.2367268237549,4.81669788600482,4.81669788600486
"37183053804","Census Tract 538.04","Census Tract 538.04, Wake County, North Carolina","00","37","183",,"053804",,,,,,,,3928,3260,253,14,128,0,24,249,3318,2909,255,1,56,0,40,57,610,351,-2,13,72,0,-16,192,18.3845690174804,12.0660020625645,-0.784313725490196,1300,128.571428571429,,-40,336.842105263158,-3.5527136788005E-15,-4.67940714660146,-1.24441575851769,0.326276840881497,1.57089209140048,0,-0.594547546002856,4.62120151884002,3928,352.528801473726,3318,297.782729961767,610,54.746071511959,18.3845690174804,18.3845690174806
"37183053805","Census Tract 538.05","Census Tract 538.05, Wake County, North Carolina","00","37","183",,"053805",,,,,,,,2007,1738,44,4,61,4,21,135,2060,1903,66,4,32,0,11,44,-53,-165,-22,0,29,4,10,91,-2.57281553398058,-8.67052023121387,-33.3333333333333,0,90.625,,90.9090909090909,206.818181818182,-1.77635683940025E-15,-5.78172996454158,-1.01155663914165,0.00512768417335443,1.48596417393492,0.199302441454908,0.512357235113994,4.59053506900605,2007,499.170586679619,2060,512.352470632793,-53,-13.181883953174,-2.57281553398058,-2.57281553398061
"37183053806","Census Tract 538.06","Census Tract 538.06, Wake County, North Carolina","00","37","183",,"053806",,,,,,,,3582,3150,109,3,108,0,30,182,3414,3161,87,4,84,0,24,54,168,-11,22,-1,24,0,6,128,4.92091388400703,-0.347991142043657,25.2873563218391,-25,28.5714285714286,,25,237.037037037037,-8.88178419700125E-16,-4.64963952745567,0.494662337267278,-0.0334125224835366,0.554618434880907,0,0.134533240308161,3.49923803748286,3582,888.269572218518,3414,846.608687759358,168,41.66088445916,4.92091388400703,4.92091388400703
"37183053807","Census Tract 538.07","Census Tract 538.07, Wake County, North Carolina","00","37","183",,"053807",,,,,,,,4146,3465,230,9,163,5,52,222,4028,3538,246,5,158,0,15,66,118,-73,-16,4,5,5,37,156,2.92949354518371,-2.06331260599209,-6.50406504065041,80,3.16455696202532,,246.666666666667,236.363636363636,-6.21724893790088E-15,-4.26062425539315,-0.559733577451807,0.0929456180111147,0.00895803662830999,0.120598166907863,0.881827688572659,3.71602832272501,4146,1147.854845151,4028,1115.18555626344,118,32.66928888756,2.92949354518371,2.92949354518384
"37183053808","Census Tract 538.08","Census Tract 538.08, Wake County, North Carolina","00","37","183",,"053808",,,,,,,,5581,4712,250,8,251,0,38,322,5449,4930,209,10,198,1,31,70,132,-218,41,-2,53,-1,7,252,2.42246283721784,-4.42190669371197,19.6172248803828,-20,26.7676767676768,-100,22.5806451612903,360,3.5527136788005E-15,-6.04600282879124,0.643917804519167,-0.0401764250801251,0.863707643474443,-0.0183519911910442,0.111969835521635,4.48493596154717,5581,715.61910471785,5449,698.693513995263,132,16.925590722587,2.42246283721784,2.42246283721789
"37183053901","Census Tract 539.01","Census Tract 539.01, Wake County, North Carolina","00","37","183",,"053901",,,,,,,,4583,3698,290,7,190,0,73,325,3042,2754,119,13,73,1,50,32,1541,944,171,-6,117,-1,23,293,50.6574621959237,34.2774146695715,143.697478991597,-46.1538461538462,160.27397260274,-100,46,915.625,-8.88178419700125E-16,-9.84303968744795,2.41583286028476,-0.274612046377266,1.74601903986419,-0.0328731097961867,-0.0508123739463642,6.03948531741882,4583,424.055493721129,3042,281.469956774967,1541,142.585536946162,50.6574621959237,50.6574621959238
"37183053902","Census Tract 539.02","Census Tract 539.02, Wake County, North Carolina","00","37","183",,"053902",,,,,,,,6091,5036,384,24,147,1,135,364,4549,4150,204,13,63,2,73,44,1542,886,180,11,84,-1,62,320,33.8975599032754,21.3493975903614,88.2352941176471,84.6153846153846,133.333333333333,-50,84.9315068493151,727.272727272727,5.32907051820075E-15,-8.549478509045,1.81988142829286,0.108246875924712,1.02847705238773,-0.027548041340757,0.6116365337483,5.00878466003216,6091,196.253943094479,4549,146.57021624311,1542,49.683726851369,33.8975599032754,33.8975599032757
"37183054001","Census Tract 540.01","Census Tract 540.01, Wake County, North Carolina","00","37","183",,"054001",,,,,,,,5511,3367,1279,20,139,2,277,427,5518,3533,1258,29,89,2,420,187,-7,-166,21,-9,50,0,-143,240,-0.126857557085901,-4.69855646759128,1.66931637519873,-31.0344827586207,56.1797752808989,0,-34.0476190476191,128.342245989305,-4.44089209850063E-15,-2.93083147356479,0.410013937001283,-0.16264219394747,0.909325044924813,4.60379448687727E-05,-2.58514241081907,4.35923105846036,5511,4111.56338700032,5518,4116.78584094861,-7,-5.22245394828951,-0.126857557085901,-0.126857557085994
"37183054004","Census Tract 540.04","Census Tract 540.04, Wake County, North Carolina","00","37","183",,"054004",,,,,,,,5286,3044,1142,46,125,0,482,447,5123,2948,1286,23,79,1,652,134,163,96,-144,23,46,-1,-170,313,3.18172945539723,3.25644504748982,-11.1975116640747,100,58.2278481012658,-100,-26.0736196319018,233.582089552239,-6.21724893790088E-15,0.0416688546138744,-3.49824140742354,0.421267541151317,0.822671845066897,-0.0195198126097989,-3.60849179056356,5.84064476976481,5286,5248.47424847786,5123,5086.63139896937,163,161.84284950849,3.18172945539723,3.18172945539718
"37183054006","Census Tract 540.06","Census Tract 540.06, Wake County, North Carolina","00","37","183",,"054006",,,,,,,,3288,1770,801,9,256,3,186,263,3467,2034,669,9,281,4,357,113,-179,-264,132,0,-25,-1,-171,150,-5.16296509950966,-12.9793510324484,19.7309417040359,0,-8.89679715302491,-25,-47.8991596638655,132.743362831858,7.99360577730113E-15,-4.83531903515734,5.06509235145133,0.0141322037395337,-0.319101826957964,-0.0241326458643435,-4.64015251200579,4.73948146479458,3288,3856.57844053649,3467,4066.5320721837,-179,-209.95363164721,-5.16296509950966,-5.16296509950963
"37183054007","Census Tract 540.07","Census Tract 540.07, Wake County, North Carolina","00","37","183",,"054007",,,,,,,,4101,2713,796,26,82,0,152,332,3673,2577,757,25,78,0,166,70,428,136,39,1,4,0,-14,262,11.6526000544514,5.27745440434614,5.15191545574637,4,5.12820512820513,,-8.43373493975904,374.285714285714,-8.88178419700125E-16,-4.00603519637193,-1.19995567940008,-0.046650817205873,-0.124092368750843,0,-0.813053306276257,6.18978736800497,4101,3143.27210602713,3673,2815.22517567366,428,328.04693035347,11.6526000544514,11.6526000544511
"37183054008","Census Tract 540.08","Census Tract 540.08, Wake County, North Carolina","00","37","183",,"054008",,,,,,,,6474,1191,3084,98,308,0,1170,623,6256,1670,2963,68,221,5,1074,255,218,-479,121,30,87,-5,96,368,3.4846547314578,-28.6826347305389,4.08369895376308,44.1176470588235,39.3665158371041,-100,8.93854748603352,144.313725490196,2.66453525910038E-15,-8.29770982414806,0.274168679439379,0.426790775140697,1.22488280882728,-0.079923273657289,0.904769975040828,5.54702085935716,6474,7499.21723717983,6256,7246.69493910983,218,252.52229807,3.4846547314578,3.48465473145775
"37183054011","Census Tract 540.11","Census Tract 540.11, Wake County, North Carolina","00","37","183",,"054011",,,,,,,,2838,2415,157,9,52,0,51,154,2850,2569,167,6,59,0,11,38,-12,-154,-10,3,-7,0,40,116,-0.421052631578947,-5.99455040871935,-5.98802395209581,50,-11.864406779661,,363.636363636364,305.263157894737,-7.99360577730113E-15,-5.04521345647417,-0.327584288416602,0.106598419939913,-0.237899187715589,0,1.41107525685249,4.09302325581395,2838,2515.40766936617,2850,2526.04364259816,-12,-10.6359732319902,-0.421052631578947,-0.421052631578866
"37183054012","Census Tract 540.12","Census Tract 540.12, Wake County, North Carolina","00","37","183",,"054012",,,,,,,,3734,3044,308,17,133,3,66,163,3517,3022,261,17,135,2,31,49,217,22,47,0,-2,1,35,114,6.17003127665624,0.727994705493051,18.007662835249,0,-1.48148148148148,50,112.903225806452,232.65306122449,5.77315972805081E-15,-4.40434775523705,0.82742952244047,-0.0280906619451409,-0.276634767634867,0.0234761482181809,0.886108470922243,2.97205904323617,3734,1925.18700262929,3517,1813.30548694355,217,111.88151568574,6.17003127665624,6.17003127665619
"37183054015","Census Tract 540.15","Census Tract 540.15, Wake County, North Carolina","00","37","183",,"054015",,,,,,,,4122,1328,1627,47,320,2,501,297,2169,1096,713,15,166,0,116,63,1953,232,914,32,154,2,385,234,90.0414937759336,21.1678832116788,128.190743338008,213.333333333333,92.7710843373494,,331.896551724138,371.428571428571,5.32907051820075E-15,-18.312828039404,6.59883914065001,0.448660260398107,0.109925287043915,0.0485201358563804,6.80620735613578,4.30067585931979,4122,2229.78286126278,2169,1173.31368900509,1953,1056.46917225769,90.0414937759336,90.0414937759332
"37183054016","Census Tract 540.16","Census Tract 540.16, Wake County, North Carolina","00","37","183",,"054016",,,,,,,,6058,4519,747,19,193,3,131,446,6083,4804,819,15,233,2,69,141,-25,-285,-72,4,-40,1,62,305,-0.410981423639652,-5.93255620316403,-8.79120879120879,26.6666666666667,-17.1673819742489,50,89.8550724637681,216.312056737589,-6.21724893790088E-15,-4.37861426887341,-1.13294919346965,0.0670460088072952,-0.644476944254203,0.0166427802653152,1.02812111558784,5.04423050193681,6058,2578.57594985284,6083,2589.21715136263,-25,-10.6412015097899,-0.410981423639652,-0.410981423639563
"37183054017","Census Tract 540.17","Census Tract 540.17, Wake County, North Carolina","00","37","183",,"054017",,,,,,,,2813,1495,787,8,98,1,184,240,2912,1759,737,20,108,1,211,76,-99,-264,50,-12,-10,0,-27,164,-3.39972527472527,-15.0085275724844,6.7842605156038,-60,-9.25925925925926,0,-12.7962085308057,215.789473684211,3.5527136788005E-15,-7.25911242152799,2.66818255509155,-0.402419301281726,-0.224966111030811,0.00120857635077329,-0.704819753655517,5.92192645605372,2813,2556.60131345546,2912,2646.57768388991,-99,-89.97637043445,-3.39972527472527,-3.3997252747255
"37183054018","Census Tract 540.18","Census Tract 540.18, Wake County, North Carolina","00","37","183",,"054018",,,,,,,,3741,1138,1658,36,356,7,280,266,2553,780,1442,13,95,2,112,109,1188,358,216,23,261,5,168,157,46.5334900117509,45.8974358974359,14.9791955617198,176.923076923077,274.736842105263,250,150,144.036697247706,4.88498130835069E-15,-0.132617537868396,-12.1628689112389,0.453104685872023,5.79505972972031,0.108776535679363,3.09763408679067,2.84091141104495,3741,1811.23729975089,2553,1236.0568902069,1188,575.18040954399,46.5334900117509,46.5334900117511
"37183054019","Census Tract 540.19","Census Tract 540.19, Wake County, North Carolina","00","37","183",,"054019",,,,,,,,5208,4029,479,6,184,2,89,419,4944,4122,476,9,192,0,38,107,264,-93,3,-3,-8,2,51,312,5.33980582524272,-2.25618631732169,0.630252100840336,-33.3333333333333,-4.16666666666667,,134.210526315789,291.588785046729,-1.77635683940025E-15,-6.01203525569326,-0.430443082337852,-0.0668314616795669,-0.350469031959793,0.0384024577572965,0.940300955960211,5.88107541795296,5208,3488.0793571779,4944,3311.01093675494,264,177.068420422961,5.33980582524272,5.34786576683743
"37183054020","Census Tract 540.20","Census Tract 540.20, Wake County, North Carolina","00","37","183",,"054020",,,,,,,,4849,3562,699,7,104,0,119,358,4443,3677,480,14,102,1,47,122,406,-115,219,-7,2,-1,72,236,9.13796984019806,-3.12754963285287,45.625,-50,1.96078431372549,-100,153.191489361702,193.44262295082,1.06581410364015E-14,-9.3009517637468,3.6118322286461,-0.170742746496757,-0.150973999525717,-0.0225073148773351,1.39627045112615,4.63707314487437,4849,1941.98557912954,4443,1779.38583791968,406,162.59974120986,9.13796984019806,9.13796984019826
"37183054021","Census Tract 540.21","Census Tract 540.21, Wake County, North Carolina","00","37","183",,"054021",,,,,,,,3101,2578,128,4,101,2,36,252,2683,2356,127,1,114,0,17,68,418,222,1,3,-13,2,19,184,15.5795751024972,9.42275042444822,0.78740157480315,300,-11.4035087719298,,111.764705882353,270.588235294118,6.21724893790088E-15,-4.67767782698594,-0.605806526287374,0.0917189374064827,-0.991961161459104,0.0644953240890035,0.527296750486149,5.59193450275079,3101,4095.95679626529,2683,3544.34098687367,418,551.61580939162,15.5795751024972,15.563282749445
"37183054022","Census Tract 540.22","Census Tract 540.22, Wake County, North Carolina","00","37","183",,"054022",,,,,,,,6181,1646,2290,99,253,1,1256,636,5644,2055,2478,42,235,11,569,254,537,-409,-188,57,18,-10,687,382,9.51452870304748,-19.9026763990268,-7.58676351896691,135.714285714286,7.65957446808511,-90.9090909090909,120.738137082601,150.393700787402,8.88178419700125E-16,-9.78035212502226,-6.85601069829342,0.857529492715096,-0.0705248738417985,-0.178718624127734,10.2388340346167,5.7892427939534,6181,3334.58989232014,5644,3044.88357098445,537,289.70632133569,9.51452870304748,9.51452870304738
"37183054023","Census Tract 540.23","Census Tract 540.23, Wake County, North Carolina","00","37","183",,"054023",,,,,,,,7951,2352,3638,49,635,5,602,670,6698,2706,2908,42,618,0,205,219,1253,-354,730,7,17,5,397,451,18.7070767393252,-13.0820399113082,25.1031636863824,16.6666666666667,2.75080906148867,,193.658536585366,205.936073059361,8.88178419700125E-16,-10.818934682004,2.33930585360865,-0.0107781691676088,-1.24021801344522,0.0628851716765187,4.51075956086509,5.15698027846658,7951,3531.91771674057,6698,2975.32195531736,1253,556.59576142321,18.7070767393252,18.7070767393252
"37183054106","Census Tract 541.06","Census Tract 541.06, Wake County, North Carolina","00","37","183",,"054106",,,,,,,,8332,1693,3879,99,234,8,1810,609,6953,1783,3805,71,239,7,828,220,1379,-90,74,28,-5,1,982,389,19.8331655400547,-5.04767246214246,1.94480946123522,39.4366197183099,-2.09205020920502,14.2857142857143,118.599033816425,176.818181818182,8.88178419700125E-15,-5.32435599590944,-8.16913044646038,0.167048157303903,-0.628915814219042,-0.00466060475040597,9.81494706347032,4.14506764056505,8332,1476.83457443223,6953,1232.40888094423,1379,244.425693488,19.8331655400547,19.8331655400543
